student_id,age,gender,course,year,study_hours_per_day,attendance_percent,previous_semester_marks,assignment_score,internal_marks,sleep_hours_per_day,screen_time_hours_per_day,social_media_hours_per_day,practice_tests_completed,extracurricular_level,internet_access,parent_education,scholarship,part_time_job,final_exam_marks
STU100190,21,Female,Information Technology,2nd,5.7,62.7,73,45.8,81.3,6.5,5.6,0.4,3,Medium,Good,Graduate,Yes,No,79.9
STU100191,20,Male,Electronics,2nd,5.4,82.7,69.6,87.4,55.9,6.3,7.8,2.7,6,Low,Poor,Graduate,No,No,74
STU100192,21,Female,Data Science,2nd,4.4,94.5,62.4,82.2,90.8,9.6,5.7,2.7,2,Medium,Average,School,Yes,No,87.3
STU100193,23,Female,Electronics,3rd,6.5,75.2,73.8,78.6,41.2,7,3.6,3.6,6,Low,Good,Graduate,No,No,84.2
STU100194,19,Female,Computer Engineering,3rd,3.7,81.8,76.7,100,78.4,6.4,4.6,2,4,Low,Good,Graduate,No,No,93.8
STU100195,19,Male,Information Technology,4th,5.3,86.8,77.6,73.4,81.4,7.7,7.4,2.1,10,Low,Good,Graduate,No,No,93.5
STU100196,22,Male,Information Technology,3rd,4.5,62.2,64.2,95,79.7,8.7,5.4,2.3,2,Low,Average,Graduate,No,No,81
STU100197,20,Male,Mechanical Engineering,1st,3.6,79.8,59.9,,85.3,7,2.4,5.2,8,Medium,Good,School,No,No,86.4
STU100198,18,Female,Mechanical Engineering,3rd,5.8,93.3,93.5,78.8,67,6.2,6.1,3.8,6,Medium,Good,Graduate,No,No,89.9
STU100199,18,Male,Computer Engineering,2nd,4.4,70.9,69.8,63.7,87.5,6.9,3.9,1.2,4,Medium,Average,Postgraduate,No,No,82.4
STU100200,21,Male,Information Technology,2nd,1.9,88,64.7,43.7,60.3,,2.9,1.7,6,Medium,Good,School,No,No,62.1
STU100201,22,Female,Information Technology,4th,1.2,78.3,48.8,,61.5,6.5,5.4,2.3,5,Medium,Good,Graduate,Yes,No,64.1
STU100202,17,Female,Mechanical Engineering,3rd,6.4,69.9,55.9,70.7,99,8,3.5,1.2,6,Low,Average,Postgraduate,No,Yes,94.1
STU100203,21,Female,Mechanical Engineering,4th,2.4,76.8,59.6,68.4,72.5,6.6,6.8,0.1,3,Low,Good,,No,No,76
STU100204,22,Male,Electronics,3rd,5.4,71.7,73.7,54.3,83.3,4.8,5.4,1.5,5,Low,Good,Diploma,No,No,90.2
STU100205,20,Male,Civil Engineering,3rd,4.9,67.3,63.4,67.8,76.9,8.5,7.9,1.1,7,Low,,Diploma,No,No,74.1
STU100206,20,Female,Information Technology,4th,4.1,74.9,68.2,78.8,80.1,7.2,5.9,4.9,3,Low,Good,Postgraduate,No,No,75.5
STU100207,20,Male,Information Technology,1st,8.7,78.8,49.4,91.4,41.9,8,4.2,2.6,6,Medium,Average,Graduate,No,No,81.5
STU100208,20,Male,Electronics,1st,5.2,76,86.3,61.6,75.3,7.1,4.2,0.3,9,Low,Poor,Graduate,Yes,No,91.8
STU100209,20,Male,Information Technology,1st,6.3,74.8,58.4,77.9,70.2,6.8,4.5,2,5,Medium,Good,School,No,No,82.1
STU100210,22,Male,Computer Engineering,2nd,5.4,80.7,71.1,98.1,83.6,7.6,6.2,3.2,2,Medium,Good,School,No,No,84.7
STU100211,22,Male,Mechanical Engineering,1st,4.3,84.4,61.1,83.3,58.9,6.6,2.3,3.6,1,Low,Good,Diploma,No,No,78.6
STU100212,19,Female,Mechanical Engineering,4th,4.8,64.3,63.9,60.5,86.7,8.8,5.7,2.8,8,Medium,Good,Graduate,No,Yes,87
STU100213,18,Female,Civil Engineering,3rd,7.7,75,57.7,73.5,53.1,6.8,3.4,3.3,4,Low,Good,Graduate,No,No,81.9
STU100214,23,Female,Mechanical Engineering,3rd,7,54.3,71.9,74.8,63.7,8.8,9.7,2.3,6,Low,Average,Postgraduate,No,Yes,76.8
STU100215,20,Male,Data Science,2nd,8.7,76.1,55.3,81.6,47.9,7.5,6.3,2.3,9,High,Average,School,No,No,78
STU100216,17,Male,Computer Engineering,2nd,5.2,79.8,72.1,72.6,54.9,4.2,6.5,7.4,11,Medium,Good,Postgraduate,Yes,Yes,79.3
STU100217,23,Male,Computer Engineering,2nd,,84.8,66.5,79.3,70.1,5.7,5.3,1.6,3,Low,Average,Graduate,No,No,77.3
STU100218,22,Female,Electronics,3rd,3.9,79.8,76.2,87.3,89.2,7.7,2,0.6,3,Medium,Average,School,Yes,Yes,85.1
STU100219,17,Male,Data Science,2nd,2.4,84.6,77.5,56.2,70.5,5.8,5.2,1.8,3,High,Good,Postgraduate,Yes,No,68.7
STU100220,17,Female,Information Technology,3rd,6.3,78.8,63.9,52.2,52,,6,2.3,10,Low,Average,Diploma,No,No,81.3
STU100221,17,Female,Civil Engineering,3rd,3.6,69.9,72.8,81.1,40.4,8.2,4.1,0.2,5,Low,Good,Postgraduate,No,No,80.7
STU100222,19,Male,Computer Engineering,4th,0.5,64.6,62.2,69.7,79.4,5.1,5,3.3,5,Low,Good,Graduate,No,No,71.4
STU100223,22,Male,Data Science,1st,9.7,74.8,85.1,84.9,60.8,7.7,6.5,1.6,6,Medium,Average,Postgraduate,No,No,91.3
STU100224,17,Female,Data Science,4th,3.7,68.8,63.3,88.3,62.7,6.4,5.4,0,5,Low,Good,Graduate,No,Yes,71.7
STU100225,20,Female,Computer Engineering,3rd,3.6,76.6,65.4,44.2,85.1,7.6,5.7,2.5,2,High,Good,Diploma,No,No,77.2
STU100226,21,Male,Electronics,3rd,8.1,72.1,61.9,59.4,68.1,7.1,6.3,1.3,6,High,Good,Diploma,No,Yes,78.6
STU100227,17,Male,Data Science,2nd,2.4,83,58.5,70.1,65.8,4.5,7.7,4,4,High,Average,Graduate,Yes,No,74.7
STU100228,19,Female,Mechanical Engineering,2nd,7.1,78.6,94.4,56.6,72.3,6.5,3.5,1,3,Medium,Good,Graduate,No,No,84
STU100229,23,Male,Data Science,1st,3.6,83.4,74.3,64.9,90.7,6.5,9.1,1.7,5,Low,Good,Diploma,No,No,83.9
STU100230,22,Male,Information Technology,4th,2.2,83.3,68.9,52.8,73.6,7.2,9.1,3,8,Low,Average,Graduate,Yes,No,73.3
STU100231,19,Male,Computer Engineering,2nd,8.2,75.8,61.8,65.4,39.8,7.2,4.1,1.9,6,Medium,Average,Graduate,No,Yes,74.5
STU100232,17,Female,Information Technology,4th,6.6,76.6,82.5,57.5,58.5,6.5,6.5,1.1,2,Medium,Good,Graduate,No,No,81.5
STU100233,22,Male,Electronics,2nd,6.6,84,60.9,77.2,66,5.6,8.8,1.1,4,Medium,Good,Graduate,No,No,91.2
STU100234,21,Male,Civil Engineering,1st,5.5,100,69.6,85.5,82.1,7.3,8.1,4.3,7,High,Average,Graduate,No,No,100
STU100235,17,Male,Mechanical Engineering,3rd,6,66.1,96.6,78.1,52.6,7.8,1.8,1.7,6,Medium,Good,Graduate,No,No,91.6
STU100236,19,Female,Computer Engineering,1st,2.3,78.5,55.6,100,72.1,7.2,4.9,0.7,4,Low,Good,Graduate,No,No,87.8
STU100237,18,Other,Data Science,4th,5,63.7,75,86.1,68.9,6.6,4.2,2.1,4,Low,Good,Graduate,No,No,88.1
STU100238,20,Female,Mechanical Engineering,4th,2.9,77.7,71.8,85.5,84.2,6.4,6.9,2.3,4,Medium,Good,Diploma,No,No,85
STU100239,23,Female,Data Science,3rd,2,69.9,74.9,70.8,56,5.8,7.1,3.4,5,Low,Average,Diploma,No,No,70.7
STU100240,19,Female,Electronics,3rd,5.6,76.6,64.3,67.4,72.3,7.1,2.8,0.6,3,High,Average,School,No,Yes,81.8
STU100241,22,Male,Civil Engineering,3rd,7.1,79.9,60.3,91.1,91.5,7,3.8,5,1,Low,Good,Graduate,No,No,93.7
STU100242,17,Male,Computer Engineering,4th,4,72.1,70.9,68.2,82.6,7.7,2.1,1.7,5,Low,Average,Postgraduate,No,Yes,76
STU100243,20,Female,Electronics,2nd,4.4,56.6,62.1,72.5,78.4,6.1,5,5.1,4,Medium,Average,Graduate,Yes,No,72.9
STU100244,17,Male,Electronics,4th,2.5,95.1,37.7,69.4,65.7,6.9,4.6,2.8,7,Low,Poor,Graduate,No,No,73.2
STU100245,22,Male,Civil Engineering,3rd,4.8,88.1,57.3,80.1,72.1,5.4,6.1,3.4,5,Low,Good,Graduate,No,No,76.4
STU100246,17,Female,Electronics,4th,6.3,76.4,63.9,85.4,68.4,6.4,8.8,3.7,6,Low,Good,Graduate,No,No,89.1
STU100247,18,Male,Electronics,4th,6.4,67.3,54,88,82,6.2,5.7,1.9,7,Medium,Average,Graduate,No,Yes,85.2
STU100248,20,Male,Data Science,4th,5.9,79,70,67.4,77.4,8,4.6,0.5,6,Low,Poor,Graduate,No,No,86.6
STU100249,20,Other,Information Technology,3rd,3.6,82.3,58.2,74.7,61.2,8.7,6.8,3.6,5,Medium,Poor,School,No,Yes,67.3
STU100250,22,Female,Data Science,1st,3.5,87.2,67.4,77,94.4,5.5,4.5,5.8,8,Low,Average,Graduate,No,No,96
STU100251,23,Male,Civil Engineering,3rd,6.4,88.3,96.2,94,86.9,7.8,4.8,2.5,8,Medium,Average,Postgraduate,No,No,100
STU100252,18,Other,Mechanical Engineering,3rd,6.4,90.6,84,45.2,57.9,7.5,5.5,2.6,2,Medium,Average,Postgraduate,No,No,89.9
STU100253,19,Female,Civil Engineering,4th,4.5,57.1,75.7,72.2,65.2,6.2,2.8,3,2,Low,Average,Postgraduate,No,No,69.3
STU100254,17,Female,Civil Engineering,1st,3.9,74.3,91.5,62.4,67.8,6,4.6,0.3,9,Low,Good,Postgraduate,Yes,No,85.4
STU100255,21,Male,Civil Engineering,3rd,7.1,89.9,67.1,64,81.4,6,3.6,4.3,4,Medium,Average,School,No,No,82.4
STU100256,17,Male,Civil Engineering,1st,4.1,66.9,67.2,59.2,58.7,6.4,6.8,0.6,2,Low,Average,School,Yes,No,60.8
STU100257,17,Female,Electronics,4th,6.3,92.6,54.3,80.1,60.6,6.4,3.1,4.7,7,Low,Good,Diploma,No,No,83.8
STU100258,19,Female,Civil Engineering,1st,4.5,99.7,84.6,35.2,82.3,6.6,3.3,2.9,4,Low,Good,Postgraduate,Yes,No,82.2
STU100259,17,Female,Mechanical Engineering,3rd,2.7,92.3,93.4,69.9,77.8,6.2,3.8,4.4,6,Medium,Good,Diploma,No,No,79.5
STU100260,18,Male,Civil Engineering,2nd,8,85.9,79.8,44.7,42.7,7.7,3.6,0,2,Low,Good,Graduate,No,Yes,89.1
STU100261,18,Male,Data Science,2nd,5,72.6,86.5,61.6,79.2,7.4,8.5,3.8,4,Medium,Good,Graduate,No,No,87.4
STU100262,20,Female,Electronics,4th,3.4,81.4,32.4,68.8,49.4,6.6,7.4,2.8,6,Low,Average,School,No,No,69.8
STU100263,22,Male,Data Science,1st,2,61.8,98,65.9,61.1,6.2,6.2,2.1,6,Medium,Good,Postgraduate,Yes,No,69.1
STU100264,23,Female,Electronics,1st,2.2,68.6,66.6,82.2,64.9,6.2,4.4,4.2,5,Medium,Average,Postgraduate,No,No,78.3
STU100265,21,Male,Data Science,1st,4.1,69.5,98,90.7,63.4,7.3,5.1,3.7,3,Medium,Good,Diploma,Yes,Yes,81.7
STU100266,17,Male,Computer Engineering,3rd,8.7,78.7,90.5,100,60.9,6.9,8.4,2.8,5,High,Good,Diploma,No,No,100
STU100267,17,Female,Information Technology,3rd,3.6,73.3,78,71.9,55.5,7,4.6,0,5,Low,Good,Graduate,No,No,76.9
STU100268,19,Female,Information Technology,2nd,7.7,81.1,63.5,89.4,77.2,7.7,3.1,2,8,Low,Average,Graduate,Yes,No,91.6
STU100269,22,Male,Electronics,3rd,4.5,88.5,70.1,94,47.4,6.7,6.8,3.9,8,Low,Average,School,No,Yes,75.9
STU100270,18,Male,Computer Engineering,1st,2.4,69.5,43.2,64.9,62.6,,4.7,1.6,6,Medium,Good,Graduate,Yes,Yes,68.9
STU100271,21,Female,Mechanical Engineering,4th,3.9,79.8,80.1,90.5,81.1,4.6,4.9,3,1,High,Good,Diploma,No,Yes,87.2
STU100272,20,Male,Computer Engineering,4th,2.2,73,34.8,39.4,75.6,5.4,4.8,3.5,3,Medium,Good,Graduate,No,No,56.7
STU100273,18,Female,Electronics,4th,3.1,80.3,64.1,76.5,50.6,8.8,4.9,4.4,5,High,Good,School,No,No,68.7
STU100274,22,Female,Computer Engineering,4th,3,86.2,88.1,96.1,43,6.4,6.2,2.8,5,Low,Poor,Graduate,Yes,No,77.6
STU100275,23,Male,Mechanical Engineering,2nd,1,89.1,77.4,73.5,54.8,7.1,4.6,1.1,5,Medium,Average,Postgraduate,No,Yes,78.6
STU100276,20,Female,Electronics,2nd,7.8,86,48.1,69.1,39.5,8.2,5.8,4.4,7,Low,Good,Postgraduate,No,Yes,73
STU100277,23,Male,Information Technology,3rd,5.2,83,50.6,69.1,71.3,7.2,7.3,2.1,3,Medium,Good,Diploma,Yes,No,79.9
STU100278,19,Female,Civil Engineering,1st,3.4,61,60.2,94,63.6,7.8,8.2,3.3,7,Medium,Poor,Postgraduate,Yes,No,74.9
STU100279,19,Male,Computer Engineering,2nd,,65,69,48.1,64.6,7.5,3.4,1.5,1,High,Poor,Graduate,No,No,59.8
STU100280,17,Female,Information Technology,1st,3.1,68.1,79.4,66.1,77.1,7.9,7.2,0.6,2,Medium,Good,Graduate,No,No,74.5
STU100281,23,Male,Information Technology,2nd,0.5,82.3,75.9,,82.2,7.3,7.5,0.6,10,Low,Good,Postgraduate,No,No,85.1
STU100282,22,Male,Data Science,3rd,10.7,62.5,54.2,76.8,73.3,7.6,7.7,4.6,3,Medium,Average,Graduate,No,No,83.1
STU100283,21,Other,Mechanical Engineering,1st,5.2,82.1,76,89.8,66.9,6.2,5.3,2.4,2,High,Average,Graduate,No,No,87.4
STU100284,20,Female,Civil Engineering,1st,3.6,81.2,77.4,82.2,60.2,7.4,4.7,3.6,4,High,Average,Graduate,No,No,75.6
STU100285,18,Female,Computer Engineering,3rd,0.9,54.8,74.4,64.9,65.1,6.8,2.1,5.6,8,Low,Good,Graduate,No,Yes,76.9
STU100286,22,Male,Information Technology,1st,1.8,64.9,98,80.7,72.9,6.7,5.4,3.9,5,Low,Good,School,Yes,No,74.8
STU100287,22,Female,Information Technology,4th,8.1,90.5,77.4,52.2,83,5,8.8,5.3,4,Low,Good,School,No,No,85.8
STU100288,19,Male,Mechanical Engineering,1st,7.8,86.4,80.6,41.7,50.5,6.3,5.8,0.9,6,High,Average,Postgraduate,No,No,80.4
STU100289,23,Male,Civil Engineering,3rd,6.3,67.8,92.4,62.8,54.2,6.7,4.8,2.5,9,Medium,Good,,No,No,98.4
STU100290,17,Female,Civil Engineering,2nd,2.6,65.6,79.1,73.2,69.9,8.5,6.4,1.2,6,High,Poor,Graduate,No,No,71.9
STU100291,17,Male,Information Technology,1st,7.8,48.6,60.8,59.8,40.4,6.5,2.8,0.9,5,Low,Good,Diploma,Yes,No,70.6
STU100292,20,Female,Information Technology,2nd,5.7,95.7,84.2,74.6,74,7.1,4.7,1.6,13,Low,Good,Graduate,No,Yes,99
STU100293,19,Female,Information Technology,3rd,6.1,78.5,62.8,72.9,84.8,8.3,6.8,1.4,5,Medium,Poor,School,Yes,Yes,90.7
STU100294,22,Female,Information Technology,4th,5.7,100,55.2,44.1,100,5.4,6.3,1.6,4,Medium,Average,Graduate,No,Yes,81.9
STU100295,21,Female,Data Science,3rd,1.8,75.7,56.3,63.9,71.1,6.4,4.2,2.6,5,Low,Average,Graduate,No,No,72.7
STU100296,19,Female,Data Science,1st,2.4,81.4,84,86.1,82,7.8,8.8,3,3,Medium,Average,Postgraduate,Yes,No,88
STU100297,20,Male,Civil Engineering,1st,3.8,88.7,76.1,79.3,70.3,9.5,2.3,4,7,High,Average,Graduate,No,No,91.5
STU100298,20,Female,Electronics,2nd,6.1,97.7,81.8,61.6,92.7,4.6,5.8,3.3,6,High,Good,Diploma,No,No,94.9
STU100299,19,Male,Computer Engineering,1st,2,84,76.1,81.3,64.1,6.7,6.9,5.4,2,Low,Average,Graduate,Yes,No,73.1
STU100300,20,Male,Mechanical Engineering,2nd,4.4,78,70.5,98.3,74.6,7.5,7.7,5.7,7,Medium,Average,School,Yes,No,79.4
STU100301,19,Female,Electronics,4th,4.4,78.3,72.1,65.6,78.5,7.7,5.4,1.8,4,Low,Average,Graduate,No,Yes,82.7
STU100302,18,Female,Data Science,3rd,6.4,65.4,75.7,83.1,75.4,9.3,6.7,2.9,4,Medium,Average,Graduate,No,No,84.6
STU100303,19,Female,Data Science,3rd,6.1,73.4,60.2,80.8,59.2,6.1,5.2,2.5,2,Medium,Good,School,No,No,71.6
STU100304,23,Male,Data Science,3rd,2.8,78.6,51.2,64.8,50.8,6.5,8.5,1,6,Low,Good,Graduate,No,No,65.9
STU100305,19,Female,Electronics,4th,7.7,94.6,61.7,55,84.3,5,5.8,3.9,4,Medium,Good,Graduate,Yes,No,78.4
STU100306,20,Male,Data Science,1st,2.5,72.8,75.1,96.8,73.5,6.9,7.5,3.7,3,Medium,Poor,Postgraduate,No,No,73.2
STU100307,23,Female,Electronics,4th,7,90.8,59.6,88.3,71.1,7.4,2.9,3.6,6,Low,Good,Postgraduate,No,No,85.8
STU100308,20,Female,Data Science,4th,3.7,77,95.7,67.8,82.5,9.1,5,3.9,6,Medium,Average,Postgraduate,No,No,96.8
STU100309,17,Female,Information Technology,1st,5.1,92.9,73.7,90.2,81.8,8.7,6.3,1.6,9,Low,Good,Graduate,Yes,No,95.3
STU100310,17,Male,Information Technology,2nd,5.3,86.1,69.6,80.3,75,8.5,6.3,4.5,6,High,Good,School,No,No,92.8
STU100311,23,Male,Computer Engineering,4th,5.2,85.3,60.1,90.1,78.9,6,4.1,4.4,3,Low,Good,Diploma,Yes,Yes,92
STU100312,18,Male,Data Science,4th,6.1,89.7,79.9,45.1,62.6,7.3,1.5,0,6,Low,Average,Postgraduate,No,No,78
STU100313,17,Female,Computer Engineering,2nd,5.6,88,52.2,65.9,77.5,7.2,1.7,1.8,6,Medium,Good,Diploma,No,No,87
STU100314,19,Female,Electronics,3rd,6.4,90.8,72.1,95.6,48,7.3,3.3,3.2,4,Low,Average,Diploma,No,No,78.7
STU100315,20,Male,Computer Engineering,2nd,5.7,100,62.3,100,70.3,6.8,10.8,6.8,7,Medium,Good,Postgraduate,No,No,87.1
STU100316,17,Female,Data Science,2nd,2.3,97.4,69.6,66.2,80.5,8,1,2.9,6,Low,Average,Diploma,No,No,81.4
STU100317,17,Female,Electronics,2nd,5.3,83.6,74.3,65.9,59.9,6.4,4.9,3,3,Medium,Good,School,No,Yes,79
STU100318,18,Female,Electronics,2nd,3.7,72.7,53.1,82.2,72,7.2,4.6,2.1,6,Medium,Good,Graduate,No,No,83.8
STU100319,23,Female,Information Technology,3rd,2.6,82.4,46.3,77.2,74.2,8.4,5.3,2.4,9,Medium,Good,Postgraduate,No,No,76.2
STU100320,23,Female,Electronics,4th,4.2,54.9,55.9,80,57.5,9.2,5,4.8,7,Low,Good,Diploma,Yes,No,74.6
STU100321,22,Male,Electronics,4th,5.2,87.9,79.4,39.6,85.8,5.9,3.2,2.7,8,Medium,Good,Graduate,No,No,87.1
STU100322,18,Male,Computer Engineering,1st,5.3,65.3,72.9,68.4,74.5,7.4,7.2,4.7,2,High,Good,Diploma,No,Yes,68.4
STU100323,19,Male,Civil Engineering,4th,6.9,91.5,62.8,84.1,46.5,7.3,1.9,2.2,4,Low,Average,School,No,Yes,85.4
STU100324,23,Female,Electronics,2nd,7.4,100,93.6,36.7,71.3,8.1,8.9,3.1,8,Low,Good,Graduate,No,No,91.9
STU100325,20,Female,Mechanical Engineering,2nd,5.5,60.6,84.7,47.7,90.4,8.6,6.1,0,4,Medium,Average,School,No,Yes,83.1
STU100326,18,Female,Civil Engineering,4th,5.8,77.4,81.6,45.4,69.9,6.4,3.4,1.6,7,High,Good,Graduate,No,No,80.1
STU100327,17,Male,Information Technology,2nd,5,65.2,58.6,81.8,60.9,6.7,3.8,2,7,Low,Good,Diploma,No,No,76.7
STU100328,20,Male,Information Technology,1st,6.3,57.3,81.4,58.1,62.4,,7.5,2.4,5,Medium,Poor,Graduate,No,No,83.1
STU100329,20,Male,Electronics,1st,5.8,76.7,72.4,54,67.8,7.3,2.5,2.3,1,High,Good,Graduate,No,No,80.3
STU100330,17,Male,Computer Engineering,2nd,4.7,85.6,58.6,72.8,53,7.7,5.3,2.3,3,High,Good,Diploma,No,No,73.4
STU100331,18,Female,Civil Engineering,4th,9.1,87.1,66.6,53.4,89.6,6.4,5.1,4.4,5,High,Good,Postgraduate,Yes,No,94.2
STU100332,17,Female,Information Technology,4th,3.7,79.8,54.5,78.8,82.9,8.8,5.1,1.8,7,Medium,Good,Diploma,No,No,75.6
STU100333,22,Female,Information Technology,4th,7.7,58,58.7,100,85.1,4.8,6.3,3.5,8,Low,Good,Postgraduate,No,No,89.6
STU100334,20,Female,Mechanical Engineering,4th,2.1,79.5,53.1,66.5,49,5.5,6.5,2.6,2,Low,Good,Postgraduate,No,No,67.3
STU100335,21,Male,Electronics,3rd,6.4,60.1,80.4,42.9,71.8,7.5,6,2,4,Medium,Poor,Graduate,Yes,No,77.9
STU100336,21,Male,Civil Engineering,4th,7.7,60.9,67.1,65.2,85.1,6.6,7.4,5.7,9,Medium,Average,Graduate,Yes,Yes,90.7
STU100337,19,Male,Information Technology,1st,1,66,55.8,79.3,56.7,6.2,5.7,3.4,6,Low,Good,School,No,No,67.8
STU100338,23,Female,Information Technology,4th,5.1,90.6,74.7,77.9,69,7.9,4.2,2.3,3,Medium,Average,Graduate,Yes,No,78.2
STU100339,17,Female,Information Technology,2nd,6.2,84.5,68,84.6,54.6,7.7,2.9,3.4,10,Medium,Good,Graduate,No,No,82.1
STU100340,17,Male,Information Technology,4th,5.3,81.9,81.7,63.1,81.7,8.2,5.3,3.4,3,High,Good,Graduate,No,No,80.8
STU100341,19,Male,Computer Engineering,1st,5.6,67.6,69.7,67.8,67,5.7,6,2.4,9,High,Average,School,Yes,No,83.2
STU100342,19,Male,Data Science,3rd,5.1,73.3,49.3,35.2,68.7,7.7,1.7,1,6,Low,Good,School,No,No,72.5
STU100343,19,Male,Mechanical Engineering,3rd,2.6,61.6,61.5,81.2,54.2,7.7,6.1,1.9,2,Medium,Good,Postgraduate,Yes,Yes,77.8
STU100344,20,Male,Computer Engineering,4th,9.5,94.4,53,52.3,91.7,5.7,3.5,0,7,Medium,Average,Graduate,No,No,93.7
STU100345,22,Male,Mechanical Engineering,4th,3.8,100,75.3,75,70.7,6.8,3.4,1.6,2,Low,Good,Diploma,No,No,94.7
STU100346,17,Male,Information Technology,2nd,5.7,84.7,82.1,58.9,81.1,7.9,5.5,3.5,3,Low,Good,Graduate,Yes,No,90.3
STU100347,20,Female,Mechanical Engineering,3rd,3.5,86.8,47.9,70.7,75.4,8.3,1,2.9,2,Low,Good,Graduate,No,No,76.9
STU100348,19,Female,Electronics,2nd,0.5,76.1,66.4,86.4,57.3,6.6,8.1,2.1,5,Medium,Poor,Graduate,No,No,71
STU100349,17,Male,Electronics,1st,3,58.6,83,65.4,47,5.6,7,3.2,0,Medium,Average,,No,No,58.5
STU100350,20,Male,Data Science,1st,1.9,67.9,47.7,60.9,67.3,8.5,2.8,3.9,6,High,Good,Postgraduate,Yes,No,67.1
STU100351,22,Male,Data Science,1st,7,72.4,62.3,72,85.5,6.8,4.8,2.7,4,Low,Poor,Graduate,Yes,No,74.9
STU100352,20,Male,Mechanical Engineering,3rd,3.6,73.4,68,62.4,42.4,4.7,5.5,2.1,4,High,Good,Graduate,No,No,69.7
STU100353,22,Male,Computer Engineering,4th,3.8,70.6,81.9,57.9,97.3,6.5,3.7,2.2,5,Low,Good,Graduate,No,No,84.9
STU100354,19,Female,Computer Engineering,4th,2.7,78.6,75.1,100,81.7,8,4.2,1.2,7,Medium,Good,Postgraduate,No,No,85
STU100355,22,Female,Information Technology,1st,5,67.8,77.7,44.2,72.7,5.5,5,3.7,5,High,Good,Diploma,Yes,No,64
STU100356,17,Female,Computer Engineering,1st,3.4,100,75.8,81.8,68.4,6.9,5.2,5.6,2,Medium,Average,Graduate,Yes,No,72.4
STU100357,19,Male,Data Science,1st,6.8,61.6,63.1,70,82,6.4,4.9,0.6,5,High,Average,School,No,No,86.5
STU100358,17,Female,Computer Engineering,2nd,5.4,88.6,89.4,59.6,52.9,6.8,5.3,1.7,7,Low,Average,School,No,No,81
STU100359,21,Male,Information Technology,1st,3.7,74.9,59.3,77.2,76.2,6.3,5.9,3,5,Low,Poor,Graduate,No,No,76.9
STU100360,18,Male,Electronics,2nd,6.5,83.6,31.9,72.5,74.3,7.4,4.5,2,8,Low,Average,Diploma,No,No,71.1
STU100361,22,Female,Computer Engineering,3rd,4.8,84.1,44.6,91.8,95.1,6.6,6.1,3.4,5,High,Good,Diploma,No,No,81.5
STU100362,18,Female,Computer Engineering,3rd,4.8,79.9,66.5,55,64.9,7.5,7.5,1.2,7,Medium,Average,Graduate,Yes,No,68.2
STU100363,18,Female,Data Science,3rd,1.9,64.4,63.7,64.3,70.6,6.4,6.1,0,9,Low,Poor,Graduate,No,No,79.1
STU100364,22,Female,Mechanical Engineering,2nd,4.7,74,61,87.2,69.1,8,8.7,3.9,3,Low,Good,School,No,No,81.2
STU100365,19,Female,Electronics,3rd,,80,70,68.9,62.8,6.8,2.4,3.7,7,Low,Average,Postgraduate,Yes,No,77.1
STU100366,21,Female,Mechanical Engineering,4th,7.5,79.3,83.6,80.2,90.7,5.5,4,3.8,7,Medium,Average,Graduate,Yes,No,88.9
STU100367,17,Female,Information Technology,2nd,3.3,65.7,73.9,90.2,56.4,5.9,5.9,5.4,3,Medium,Good,Diploma,No,Yes,72.9
STU100368,20,Female,Information Technology,1st,9.4,93.5,76.4,80.4,48.8,5.5,5.7,1.8,5,Medium,Good,School,Yes,No,79.4
STU100369,17,Female,Mechanical Engineering,2nd,5.9,48.1,54,62.8,73.4,5.6,4.4,5.3,3,High,Good,Diploma,No,No,73.5
STU100370,20,Female,Data Science,1st,1.8,75,61.2,66.7,59.9,5.4,6.4,4.8,3,Low,Good,Graduate,No,No,63.6
STU100371,17,Female,Civil Engineering,2nd,3.1,66.9,77.1,90.3,73.6,5.6,5.6,2.1,7,Medium,Poor,Postgraduate,No,Yes,87.4
STU100372,22,Male,Data Science,1st,7.6,80.2,69.4,74.3,78.9,6.8,7.6,0.8,9,Medium,Average,Diploma,No,No,95.3
STU100373,21,Female,Civil Engineering,2nd,7.3,90.2,74.2,68.9,72,7.6,3.1,1,9,Medium,Average,Postgraduate,No,No,91.1
STU100374,20,Male,Civil Engineering,1st,4.8,61.1,76,77.8,70.3,5.3,5.3,3.5,7,Medium,Average,Diploma,No,No,66.1
STU100375,23,Male,Data Science,3rd,5.1,100,70.2,52.7,41.1,5.9,4.3,0.9,4,Low,Average,Graduate,No,No,82.4
STU100376,19,Male,Civil Engineering,1st,2.5,80.4,88.6,68.4,77.8,7.7,6.9,2.8,5,Medium,Good,Postgraduate,No,No,82.6
STU100377,17,Female,Civil Engineering,3rd,7.4,82.6,61.1,70.8,72.7,6.6,6.3,2.2,8,Low,Good,Diploma,Yes,No,91.2
STU100378,17,Female,Civil Engineering,1st,2.8,60.7,57.4,70.6,96.2,4.9,4.2,2.9,3,Medium,Good,Diploma,Yes,Yes,75.8
STU100379,20,Male,Electronics,1st,6.5,77.4,45.1,66.1,85.9,6.8,7.2,3.9,4,Medium,Good,Diploma,Yes,No,82
STU100380,19,Male,Information Technology,4th,7.5,89.7,77.7,67.4,49.3,,5.2,3.1,10,Low,Good,Postgraduate,No,No,83.2
